idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse
54605	610,91	8357,37	8957,26	-3	0	148,87	148,87	448,01	896,03	0
54606	610,91	941,08	-4	945,08	0	0	0	0	0	0
54607	610,91	2633,82	2774,65	-2	0	0	0	138,83	277,67	0
54608	610,91	3664,52	4029,67	-2	0	0	0	100,68	201,37	262,47
54609	2863,47	2552,21	1751,57	952,22	0	0	0	47,66	95,32	103,92
54610	2863,47	3781,98	4191,53	-3	0	0	0	81,55	163,1	325
54611	2863,47	1603,4	1688,84	-1	0	0	0	84,44	168,88	0
54612	1407,07	2813,89	1271	1606,69	0	0	0	63,8	127,6	0
54613	1407,07	5953,63	6370,89	-3	0	95,56	95,56	318,69	637,39	0
54614	1407,07	1015,15	1151,06	-2	0	0	0	9,99	19,98	123,92
54615	1407,07	18532,39	1492,15	20979,9	0	3864,8	3864,8	74,86	149,72	0
54616	2056,89	13718,99	12434,3	4653,74	0	2728,94	2728,94	560,61	1121,22	79,5
54617	2056,89	10377,07	12672,92	-4	0	1626,91	1626,91	614,58	1229,16	50,35
54618	2056,89	5753,47	2965,98	3031,87	0	63,41	63,41	127,96	255,93	53
54619	2056,89	1306	1375,84	-1	0	0	0	68,84	137,68	0
54620	9306,18	1738,04	911,36	945,94	0	0	0	0	0	119,26
54621	9306,18	2655,93	2802,04	-1	0	4,95	4,95	140,15	280,3	0
54622	908,74	6556,11	4940,84	1839	0	0	0	223,73	447,47	0
54623	908,74	23886,15	-3	29698,98	0	5809,83	5809,83	0	0	0
54624	2096,81	6318,12	7222,4	-3	0	576,28	576,28	0	0	325
54625	2096,81	1270,3	1339,42	-2	0	0	0	67,12	134,24	0
54626	1808,51	3489,89	120,16	3424,87	0	39,39	39,39	0	0	15,75
54627	1808,51	5427,03	5855,21	-2	0	133,37	133,37	292,81	585,62	0
54628	1808,51	5014,34	5553,3	-1	0	260,3	260,3	277,67	555,33	0
54629	1808,51	23774,02	1361,08	27673,59	0	5260,65	5260,65	0	0	0
54630	1453,56	2866,39	1023,96	1934,65	0	0	0	25,97	51,93	66,25
54631	1453,56	2021,54	950,07	1119,22	0	0	0	47,75	95,51	0
54632	1453,56	4725,51	-8	4982,52	0	249,01	249,01	0	0	0
54633	1141,9	4114,76	64,95	4169	0	115,79	115,79	3,4	6,8	0
54634	1141,9	1678,67	811,43	973,25	0	0	0	0	0	106,01
54635	1141,9	2604,65	2948,94	-4	0	0	0	15,29	30,58	325
54636	730,15	2510,5	2646	-3	0	0	0	132,5	265	0
54637	730,15	449,12	520,58	-3	0	0	0	0	0	68,46
54638	730,15	1900,44	-5	1905,44	0	0	0	0	0	0
54639	730,15	3106,99	403,1	2780,73	0	24,04	24,04	0	0	52,79
54640	730,15	1902,44	-3	1905,44	0	0	0	0	0	0
54641	730,15	2153,24	246,8	1906,44	0	0	0	0	0	0
54642	730,15	6133,78	5782,99	950,19	0	274,4	274,4	0	0	325
54643	1213,71	1165,89	1229,52	-2	0	0	0	61,63	123,25	0
54644	1213,71	4896,14	5175,82	-2	0	18,79	18,79	258,89	517,78	0
54645	1213,71	2644,84	2787,41	-3	0	0	0	139,57	279,14	0
54646	1213,71	2006,72	2117,97	-5	0	0	0	106,25	212,5	0
54647	1213,71	3113,54	3295,39	-3	0	13,92	13,92	164,92	329,84	0
54648	1213,71	4437,18	498,42	3963,93	0	0	0	25,17	50,34	0
54649	1751,92	435,64	460,78	-2	0	0	0	23,14	46,28	0
54650	1751,92	1889,16	-3	1892,16	0	0	0	0	0	0
54651	1751,92	8040,13	5394	3165,4	0	249,42	249,42	269,85	539,7	0
54652	1751,92	3478,92	1309,6	2273,83	0	38,88	38,88	65,63	131,26	0
54653	1611,79	5291,56	5916,66	-2	0	298,1	298,1	0	0	325
54654	3093,96	1774,93	2045,64	-4	0	0	0	0	0	266,71
54655	3093,96	4509,92	4753,97	-6	0	0	0	238,05	476,1	0
54656	1092,89	4605,86	3846,36	952,07	0	0	0	192,57	385,14	0
54657	1092,89	2471,38	2733,49	-3	0	0	0	60,48	120,95	198,63
54658	1092,89	1008,19	1063,46	-2	0	0	0	53,27	106,55	0
54659	1092,89	2671,64	2816,73	-4	0	0	0	141,09	282,17	0
54660	2462,49	12290,7	7968,5	5992,11	0	1271,23	1271,23	398,68	797,35	0
54661	2462,49	15742,97	19979,72	-3	0	3234,57	3234,57	999,19	1998,37	0
54662	2462,49	10215,25	12302,84	-4	0	1758,59	1758,59	0	0	325
54663	1028,68	23,97	28,66	-3	0	0	0	1,68	3,37	0
54664	1028,68	2428,39	595,04	1891,16	0	0	0	12,62	25,24	45,19
54665	1028,68	1399,57	-10	1409,57	0	0	0	0	0	0
54666	1028,68	3367	3547,53	-3	0	0	0	177,53	355,05	0
54667	4884,96	884,55	942,73	-1	0	0	0	40,94	81,88	16,24
54668	2853,17	3394,49	3647	-3	0	19,6	19,6	152,95	305,9	76,96
54669	2853,17	2673,1	1673,52	1083,46	0	0	0	83,88	167,75	0
54670	2853,17	1567,18	1651,88	-2	0	0	0	82,69	165,39	0
54671	1113,56	972,21	-1	973,21	0	0	0	0	0	0
54672	1113,56	3020,35	3194,42	-4	0	10	10	160,07	320,14	0
54673	1113,56	3016,8	1131,51	1942,42	0	0	0	57,13	114,25	0
54674	1113,56	4076,5	1627,86	2530,18	0	0	0	81,54	163,09	0
54675	1343,41	463,37	498,6	-2	0	0	0	19,98	39,97	13,25
54676	1343,41	934,24	-2	936,24	0	0	0	0	0	0
54677	3425,74	5960,98	6291,36	-5	0	10,51	10,51	314,87	629,74	0
54678	3425,74	9026,16	3297,65	7490,1	0	1596,61	1596,61	164,98	329,97	0
54679	1540,95	1940,26	2096,23	-3	0	0	0	75,04	150,07	77,94
54680	1540,95	2585,55	2726,11	-4	0	0	0	136,56	273,11	0
54681	1540,95	2504,01	2793,55	-3	0	0	0	48,21	96,42	238,33
54682	1540,95	4394,55	1995,2	2794,69	0	135,84	135,84	0	0	259,51
54683	1174,48	3569,48	2957,33	940,39	0	3,24	3,24	0	0	325
54684	1174,48	8027,69	9232,15	-4	0	763,96	763,96	436,5	873	0
54685	1174,48	3859,24	4317,42	-6	0	0	0	69,07	138,15	383,1
54686	1174,48	3875,85	-4	3902,71	0	22,86	22,86	0	0	0
54687	1624,23	1006,53	36,12	972,47	0	0	0	2,06	4,11	0
54688	1624,23	3735,02	-4	3765,55	0	26,53	26,53	0	0	0
54689	1624,23	10464,19	11336,92	1054,68	0	1374,81	1374,81	552,6	1105,19	0
54690	1255,84	6826,24	6403,48	944,08	0	183,43	183,43	309,34	618,69	28,55
54691	1255,84	4976,61	5255,67	-2	0	14,27	14,27	262,78	525,57	0
54692	1255,84	21861,64	26967,15	-4	0	3752,9	3752,9	1348,61	2697,22	0
54693	1081,28	4303,31	1547,94	2849,06	0	16,24	16,24	77,45	154,89	0
54694	1081,28	9146,54	8985,85	940,41	0	174,74	174,74	352,39	704,79	252,59
54695	1081,28	8224,77	7097,33	2063,26	0	580,85	580,85	354,97	709,93	0
54696	1051,09	883,78	1017,29	-1	0	0	0	0	0	132,51
54697	1051,09	2029,48	2138,5	-2	0	0	0	107,03	214,05	0
54698	1051,09	5136,25	5415,29	-3	0	5,12	5,12	270,91	541,83	0
54699	1686,56	12583,63	15139,35	-4	0	1620,91	1620,91	605,81	1211,63	325
54700	1686,56	8551,31	4808,99	4339,67	0	140,49	140,49	97,72	195,44	359,14
54701	1686,56	2884,01	-2	2918,18	0	32,17	32,17	0	0	0
54702	965,81	2897,97	3053,86	-3	0	0	0	152,89	305,79	0
54703	965,81	941,08	-4	945,08	0	0	0	0	0	0
54704	965,81	3965,88	1907,35	2276,47	0	0	0	19,33	38,66	198,61
54705	3223,11	26960,4	2211,28	30535,34	0	5721,39	5721,39	64,83	129,66	0
54706	3223,11	6993,54	8143,29	-3	0	821,75	821,75	0	0	325
54707	2392,34	2092,71	2408,31	-2	0	0	0	0	0	313,6
54708	2392,34	950,07	-4	954,07	0	0	0	0	0	0
54709	2392,34	1246,9	1317,1	-4	0	0	0	66,21	132,41	0
54710	2384,56	3059,5	3222,73	-2	0	0	0	161,24	322,47	0
54711	2384,56	2283,1	2245,28	150,68	0	0	0	112,86	225,73	0
54712	2384,56	1913,21	1426,71	557,99	0	0	0	71,49	142,97	0
54713	1428,81	10271,66	-4	11977,31	0	1701,65	1701,65	0	0	0
54714	1428,81	5379,67	6051,14	-4	0	342,47	342,47	0	0	325
54715	1428,81	4092,58	4438,3	-2	0	121,71	121,71	222,02	444,03	0
54716	1387,38	3067,19	3230,84	-2	0	0	0	161,64	323,28	0
54717	1387,38	4804,4	-2	5070,75	0	264,35	264,35	0	0	0
54718	1387,38	38733,45	51927,48	-3	0	12866,03	12866,03	0	0	325
54719	1413,22	972,47	-2	974,47	0	0	0	0	0	0
54720	1413,22	2585,18	2914	-3	0	0,82	0,82	0	0	325
54721	1413,22	8352,88	9105,04	-3	0	293,76	293,76	455,4	910,8	0
54722	1413,22	1186,28	1320,67	-4	0	0	0	26,38	52,77	104
54723	1476,26	4857,7	3093,89	2156,13	0	67,32	67,32	0	0	325
54724	1476,26	3817,12	2015,38	2064,26	0	0	0	0	0	262,52
54725	1476,26	1662,31	801,75	965,57	0	0	0	0	0	105,01
54726	1476,26	2326,19	1592,6	941,41	0	0	0	0	0	207,82
54727	1327,75	944,08	-2	946,08	0	0	0	0	0	0
54728	1327,75	2200,17	2420,26	-2	0	0	0	60,58	121,16	157,51
54729	1327,75	-3	-2	-1	0	0	0	0	0	0
54730	3954,11	1054,13	1110,66	-1	0	0	0	55,53	111,07	0
54731	1220,56	5004,91	5503,51	-4	0	219,13	219,13	275,48	550,95	0
54732	1220,56	3254,66	3452,72	-1	0	24,38	24,38	172,69	345,37	0
54733	1220,56	836,76	837,76	-1	0	0	0	0	0	0
54734	1220,56	1310,42	1380,49	-1	0	0	0	69,07	138,15	0
54735	1212,07	3632,22	3026,07	786,4	0	79,28	79,28	100,97	201,94	0
54736	1212,07	2523,25	1814,44	945,08	0	0	0	0	0	236,27
54737	1212,07	14945,5	19171,32	-1	0	3266,25	3266,25	958,57	1917,13	0
54738	486,2	949,4	-2	951,4	0	0	0	0	0	0
54739	486,2	1610,4	1696,26	-1	0	0	0	84,86	169,73	0
54740	486,2	4936,63	5422,27	-3	0	13,92	13,92	148,02	296,03	320,7
54741	486,2	852,5	982,78	-2	0	0	0	0	0	128,28
54742	486,2	1232,47	-1	1233,47	0	0	0	0	0	0
54743	486,2	1965,55	-6	1971,55	0	0	0	0	0	0
54744	486,2	1943,74	-2	1945,74	0	0	0	0	0	0
54745	1267,68	6787,96	7435,8	-3	0	100,7	100,7	219,15	438,29	325
54746	1267,68	1927,22	2032,07	-3	0	0	0	101,85	203,71	0
54747	1400,79	947,26	-8	955,26	0	0	0	0	0	0
54748	1400,79	2812,7	952,43	1908,14	0	0	0	47,87	95,74	0
54749	1400,79	953,07	-2	955,07	0	0	0	0	0	0
54750	1400,79	2894,98	2234,43	952,07	0	0	0	0	0	291,52
54751	1400,79	818,91	947,07	-4	0	0	0	0	0	124,16
54752	1400,79	821,91	949,07	-3	0	0	0	0	0	124,16
54753	1400,79	-15	-10	-5	0	0	0	0	0	0
54754	1400,79	3411,44	1310,1	2273,47	0	0	0	0	0	172,13
54755	1183,92	297,69	316,35	-2	0	0	0	15,54	31,07	1,12
54756	1183,92	4633,69	4071,15	953,07	0	65,53	65,53	0	0	325
54757	1183,92	4526,65	4914,53	-4	0	137,9	137,9	245,98	491,95	0
54758	2117,11	3698,52	905,72	2838,24	0	0	0	45,44	90,87	0
54759	2117,11	9406,86	-4	9995,93	0	585,07	585,07	0	0	0
54760	2117,11	1813,92	-6	1819,92	0	0	0	0	0	0
54761	2117,11	2199,12	-2	2201,12	0	0	0	0	0	0
54762	928,99	2475,89	648,69	1900,6	0	0	0	7,4	14,81	65,99
54763	928,99	3973,68	3527,92	790,75	0	19,99	19,99	0	0	325
54764	928,99	3779,32	-5	3784,32	0	0	0	0	0	0
54765	928,99	1889,16	-3	1892,16	0	0	0	0	0	0
54766	928,99	9198,38	8081,37	1890,16	0	123,15	123,15	0	0	650
54767	928,99	12704,34	13317,9	941,08	0	904,64	904,64	0	0	650
54768	928,99	1882,82	-4	1886,82	0	0	0	0	0	0
54769	928,99	1883,82	-3	1886,82	0	0	0	0	0	0
54770	824,69	1988,86	-4	1992,86	0	0	0	0	0	0
54771	824,69	1902,44	-4	1906,44	0	0	0	0	0	0
54772	824,69	2951,41	3286	-4	0	5,59	5,59	0	0	325
54773	824,69	2721,78	-3	2724,78	0	0	0	0	0	0
54774	824,69	3196,02	3369,81	-5	0	0	0	168,79	337,58	0
54775	824,69	2025,36	2151,91	-4	0	0	0	98,74	197,47	23,81
54776	824,69	1436,82	1657,31	-4	0	0	0	0	0	216,49
54777	824,69	1882,42	-3	1885,42	0	0	0	0	0	0
54778	1544,58	324,11	342,37	-1	0	0	0	17,27	34,54	0
54779	1544,58	4505,73	4926,88	-4	0	32,94	32,94	59,21	118,41	325
54780	1544,58	770,96	813,75	-2	0	0	0	40,79	81,58	0
54781	1544,58	3680,27	3945,11	-2	0	65,49	65,49	197,36	394,71	0
54782	1348,92	2835	2988,68	-4	0	0	0	149,68	299,37	0
54783	1348,92	1398,75	1612,55	-6	0	0	0	2,04	4,07	205,76
54784	1348,92	1369,83	1446,5	-4	0	0	0	72,68	145,35	0
54785	1459,04	542,05	-10	552,05	0	0	0	0	0	0
54786	1459,04	979,2	-6	985,2	0	0	0	0	0	0
54787	1459,04	1632,96	1724,59	-5	0	0	0	86,63	173,26	0
54788	9056,89	1888,16	-4	1892,16	0	0	0	0	0	0
54789	1082,23	1450,96	1531,25	-2	0	0	0	75,73	151,45	2,56
54790	1082,23	5157,63	5641,82	-4	0	52,79	52,79	191,84	383,68	235,56
54791	1082,23	2480,81	1615,5	946,08	0	0	0	80,78	161,55	0
54792	1082,23	9753,41	4368,11	6011,38	0	407,37	407,37	218,71	437,41	0
54793	1972,06	4242,73	874,73	3368	0	0	0	0	0	0
54794	5459,6	4159,61	1494,78	2859,67	0	0	0	0	0	194,84
54795	5459,6	3012,54	1491,78	1595,7	0	0	0	74,94	149,88	0
54796	5593,13	6270,75	6938,19	-4	0	283,08	283,08	55,35	110,7	325
54797	5593,13	2710,24	2856,25	-3	0	0	0	143,01	286,03	0
54798	5593,13	2204,58	2364,95	-3	0	0	0	94,13	188,25	63,24
54799	2265,19	1585,64	1672,52	-3	0	0	0	83,88	167,75	0
54800	2265,19	923,12	-4	927,12	0	0	0	0	0	0
54801	2265,19	510,75	541	-3	0	0	0	27,25	54,5	0
54802	3869,99	2585,39	1042,15	1595,7	0	0	0	52,46	104,92	0
54803	2136,92	1098,44	167,69	939,39	0	0	0	8,63	17,27	0
54804	2136,92	4051,06	4278,63	-2	0	11,54	11,54	214,03	428,06	0
54805	1226,87	2840,21	-6	2875,97	0	29,76	29,76	0	0	0
54806	1226,87	2066,49	1183,13	942,57	0	0	0	59,21	118,41	0
54807	1226,87	2138,96	2372,03	-3	0	0	0	49,34	98,68	180,73
54808	450,81	7420,92	8166,48	-8	0	87,56	87,56	0	0	650
54809	450,81	5027,16	5665,47	-3	0	240,72	240,72	69,58	139,16	325
54810	450,81	1908,14	-2	1910,14	0	0	0	0	0	0
54811	450,81	2899,49	-2	2901,49	0	0	0	0	0	0
54812	450,81	4543,31	4959,66	-3	0	1,2	1,2	87,14	174,29	325
54813	450,81	3146,74	2338,36	1113,15	0	0	0	0	0	304,77
54814	450,81	5416,53	4986,83	970,21	0	0	0	67,93	135,86	472,59
54815	450,81	7108,85	8305,2	-2	0	869,35	869,35	0	0	325
54816	1921,95	5429,02	4266,12	1376,36	0	0	0	213,46	426,91	0
54817	1921,95	4152,48	4463,11	-4	0	83,17	83,17	223,46	446,91	0
54818	1921,95	5957,58	6481,67	-4	0	45,37	45,37	149,72	299,43	325
54819	1782	18843,21	10218,01	11147,9	0	2036,17	2036,17	161,54	323,07	325
54820	1782	3882,95	-1	3996,74	0	112,79	112,79	0	0	0
54821	1782	3625,09	496,05	3193,92	0	0	0	0	0	64,88
54822	965,68	4059,1	-4	4153,6	0	90,5	90,5	0	0	0
54823	965,68	1939,42	-6	1945,42	0	0	0	0	0	0
54824	965,68	2895,15	3317,67	-3	0	0	0	0	0	419,52
54825	965,68	1888,61	2175,16	-3	0	0	0	0	0	283,55
54826	1397,62	3532,78	3747,46	-3	0	0	0	172,42	344,84	39,27
54827	1397,62	2686,4	2011,67	943,41	0	6,9	6,9	0	0	261,78
54828	1397,62	2770,84	440,01	2352,98	0	0	0	22,15	44,3	0
54829	1397,62	170,17	180,23	-1	0	0	0	9,06	18,12	0
54830	3343,16	1110,9	1172,74	-3	0	0	0	58,84	117,67	0
54831	3343,16	1901,19	2003,47	-2	0	0	0	100,27	200,55	0
54832	3343,16	1855,45	1958,79	-5	0	0	0	98,34	196,68	0
54833	1909,51	1150,99	1216,15	-4	0	0	0	61,16	122,32	0
54834	1909,51	867,49	915,36	-2	0	0	0	45,87	91,74	0
54835	1101,08	2238,87	1191,63	1107,07	0	0	0	59,83	119,66	0
54836	1101,08	1154,91	995,36	277,27	0	0	0	8,11	16,22	109,61
54837	1101,08	3479,67	-4	3483,67	0	0	0	0	0	0
54838	1101,08	439,55	466,1	-3	0	0	0	23,56	47,11	0
54839	1368,15	951,22	-2	953,22	0	0	0	0	0	0
54840	1368,15	2823,64	2992,56	-3	0	16,04	16,04	149,88	299,76	0
54841	1368,15	1173,63	1237,66	-2	0	0	0	62,03	124,07	0
54842	1368,15	4720,61	2325,28	2515,21	0	3,56	3,56	116,31	232,63	0
54843	608,73	1801,27	1912,25	-3	0	0	0	88,29	176,58	19,69
54844	608,73	4810,63	2235,51	2866,52	0	0	0	0	0	291,4
54845	608,73	7294,05	7695,7	-4	0	12,66	12,66	384,98	769,97	0
54846	1637,36	64,85	72,84	-4	0	0	0	3,99	7,98	0
54847	1637,36	505,81	374,67	177,5	181,5	0	0	2,04	4,08	44,32
54848	1457,57	11101	9491,13	3308,77	0	1373,9	1373,9	0	0	325
54849	1457,57	2070,55	1127,85	946,08	0	0	0	3,38	6,77	0
54850	1457,57	5507,05	3329,98	2359,65	0	15,98	15,98	166,6	333,2	0
54851	490,67	-6	-4	-2	0	0	0	0	0	0
54852	490,67	3769,43	3152,16	957,26	0	14,99	14,99	0	0	325
54853	490,67	951,76	-0,76	953,07	0	0	0	0	0	0,55
54854	490,67	1374,04	-2	1376,04	0	0	0	0	0	0
54855	490,67	1908,14	-2	1910,14	0	0	0	0	0	0
54856	490,67	3677,62	4071,15	-3	0	65,53	65,53	0	0	325
54857	490,67	2072,33	2384,89	-2	0	0	0	0	0	310,56
54858	1874,4	1735,58	1996,37	-1	0	0	0	0	0	259,79
54859	1874,4	29717,97	-2	35970,69	0	6250,72	6250,72	0	0	0
54860	1874,4	6837,73	7988,48	-3	0	722,83	722,83	99,92	199,84	325
54861	3713,65	7006,34	7696,86	-2	0	303,68	303,68	384,84	769,69	0
54862	3713,65	7790,58	8488,24	-3	0	176,75	176,75	366,14	732,28	151,77
54863	1748,14	1080,2	1142,79	-5	0	0	0	57,59	115,18	0
54864	1748,14	3700,01	1839,6	1967,13	0	0	0	83,09	166,18	23,63
54865	1748,14	9169,59	-4	10673,25	0	1499,66	1499,66	0	0	0
54866	703,94	1888,09	-2	1890,09	0	0	0	0	0	0
54867	703,94	857,3	991,19	-4	0	0	0	0	0	129,89
54868	703,94	2653,03	2988,56	-5	0	5,53	5,53	0	0	325
54869	703,94	2831,14	-4	2835,14	0	0	0	0	0	0
54870	703,94	4039,84	4535,63	-3	0	5,59	5,59	0	0	487,19
54871	703,94	308,07	327,7	-3	0	0	0	16,64	33,27	0
54872	3041,97	2147,97	643,05	1537,22	0	0	0	32,3	64,61	0
54873	1440,22	7822,72	5792,25	2854,67	0	383,84	383,84	115,36	230,73	325
54874	1440,22	930,22	-4	934,22	0	0	0	0	0	0
54875	1440,22	4267,88	3491,36	951,19	0	0	0	174,67	349,34	0
54876	1248,93	2820,5	2147	953	0	0	0	0	0	279,5
54877	1248,93	952,22	-1	953,22	0	0	0	0	0	0
54878	1248,93	5029,04	4494,33	952,22	0	92,51	92,51	0	0	325
54879	1248,93	1592,03	740,36	949,22	0	0	0	0	0	97,55
54880	1248,93	1990,37	96,92	1906,44	0	0	0	0	0	12,99
54881	1248,93	1902,44	-4	1906,44	0	0	0	0	0	0
54882	1247,4	765,36	806,75	-1	0	0	0	40,39	80,78	0
54883	1247,4	2228,11	2015,38	313,7	0	0	0	100,97	201,94	0
54884	1247,4	1981,29	2099,19	-3	0	0	0	99,15	198,3	15,75
54885	932,29	1424,95	1639,32	-1	0	0	0	0	0	213,37
54886	932,29	1235,65	1301,79	-1	0	0	0	65,14	130,28	0
54887	837,05	559,76	592,59	-3	0	0	0	29,83	59,66	0
54888	837,05	3204,41	3377,44	-4	0	0	0	169,02	338,04	0
54889	837,05	2931,7	3374,11	-3	0	0	0	0	0	439,41
54890	837,05	1405,66	1484,22	-4	0	0	0	74,56	149,12	0
54891	837,05	3016,28	3178,35	-3	0	0	0	159,07	318,13	0
54892	837,05	2327,42	2540,02	-5	0	0	0	77,28	154,56	130,32
54893	837,05	1627,53	1721,14	-7	0	0	0	86,61	173,21	0
54894	1302,54	2779,43	2956,33	-3	0	25,88	25,88	148,02	296,03	0
54895	1302,54	7076,19	7792,54	-3	0	146,58	146,58	241,76	483,52	325
54896	1302,54	7184,75	4566,49	2871,86	0	59,02	59,02	194,57	389,15	0
54897	800,67	1811,62	2032	-4	0	0	0	30,35	60,7	186,03
54898	800,67	6173,77	886,98	5331,64	0	0	0	44,85	89,7	0
54899	800,67	-3	-2	-1	0	0	0	0	0	0
54900	800,67	4824,56	5107,51	-3	0	24,38	24,38	255,58	511,15	0
54901	3627,98	3721,14	3992,41	-1	0	70,65	70,65	199,62	399,24	0
54902	3627,98	10795,99	12108,96	-4	0	658,97	658,97	0	0	650
54903	3627,98	1706,75	795,48	951,19	0	0	0	39,92	79,85	0
54904	2122,55	253,79	268,25	-1	0	0	0	13,46	26,93	0
54905	2122,55	2250,19	2510,36	-3	0	0	0	43,64	87,29	213,52
54906	2587,67	1943,41	2097,29	-1	0	0	0	74,94	149,88	77,94
54907	2587,67	1337,42	1413,49	-5	0	0	0	71,07	142,15	0
54908	1020,45	1241,38	1311,24	-4	0	0	0	65,86	131,72	0
54909	1020,45	1625,36	786,42	941,57	0	0	0	0	0	102,62
54910	1020,45	1866,74	-14	1880,74	0	0	0	0	0	0
54911	1020,45	466,18	538,73	-2	0	0	0	0	0	70,55
54912	1020,45	1868,53	-3	1871,53	0	0	0	0	0	0
54913	2611,66	4010,25	3194,55	975,63	0	0	0	159,93	319,85	0
54914	2611,66	7406,76	-3	8292,24	0	882,48	882,48	0	0	0
54915	1688,74	3174,49	3346,04	-4	0	0	0	167,55	335,1	0
54916	878,74	14319,32	17652,04	-3	0	3329,72	3329,72	0	0	0
54917	878,74	4005,39	1037,65	3050,51	0	82,77	82,77	0	0	0
54918	878,74	14604,48	4581,41	13138,11	0	3115,04	3115,04	0	0	0
54919	878,74	6834,04	-2	7062,81	0	226,77	226,77	0	0	0
54920	1705,32	7117,52	6507,73	938,39	0	2,97	2,97	325,64	651,27	0
54921	1705,32	6087,05	6653,99	-4	0	136,51	136,51	82,45	164,9	343,98
54922	1705,32	3466,21	3652,01	-3	0	0	0	182,8	365,6	0
54923	1705,32	1491,9	1573,84	-3	0	0	0	78,94	157,88	0
54924	2190,39	3426,1	3608,58	-2	0	0	0	180,48	360,96	0
54925	396,96	2655,97	2989,31	-3	0	5,34	5,34	0	0	325
54926	396,96	1300,2	1500,13	-4	0	0	0	0	0	195,93
54927	396,96	1907,36	-3	1910,36	0	0	0	0	0	0
54928	396,96	1893,84	-3	1896,84	0	0	0	0	0	0
54929	396,96	862,91	993,15	-1	0	0	0	0	0	129,24
54930	396,96	1893,84	-3	1896,84	0	0	0	0	0	0
54931	396,96	3589,3	2460,95	1330,64	0	0	0	74,01	148,02	128,28
54932	396,96	1465,76	211,57	1254,19	0	0	0	0	0	0
54933	396,96	2755,29	265,37	2498,48	618,7	0	0	0	0	8,55
54934	396,96	1708,99	1968,55	-3	0	0	0	0	0	256,56
54935	1398,41	1183,13	-1	1184,13	0	0	0	0	0	0
54936	1398,41	4854,57	5442,95	-5	0	16,62	16,62	49,34	98,68	517,42
54937	1398,41	10124,57	11598,5	-4	0	758,75	758,75	22,7	45,39	688,48
54938	1333,41	2224,5	2342,63	-1	0	0	0	117,13	234,26	0
54939	1333,41	2676,56	814,83	1908,74	0	6,27	6,27	40,74	81,48	0
54940	1030,69	971,21	-2	973,21	0	0	0	0	0	0
54941	1030,69	962,75	-6	968,75	0	0	0	0	0	0
54942	1030,69	2942,98	3105,06	-2	0	4,67	4,67	155,4	310,81	0
54943	1388,19	7166,17	7986,49	-4	0	816,32	816,32	0	0	0
54944	1388,19	8850,27	-8	10149,59	0	1291,32	1291,32	0	0	0
54945	1276,82	12853,41	11838,32	3611,61	0	1688,68	1688,68	394,71	789,42	513,12
54946	1276,82	3702,64	1748,17	2042,03	0	0	0	87,56	175,12	0
54947	843,25	1646,5	1736,58	-3	0	0	0	87,08	174,16	0
54948	843,25	321,46	339,49	-1	0	0	0	17,02	34,05	0
54949	843,25	1956,49	1083,6	927,12	0	0	0	54,23	108,46	0
54950	843,25	3481,7	3693,01	-2	0	39,06	39,06	170,25	340,51	0
54951	2514,15	3421,69	2364,26	1182,13	0	6,28	6,28	118,41	236,83	0
54952	2514,15	940,57	-2	942,57	0	0	0	0	0	0
54953	2514,15	4598,41	5050,93	-5	0	0	0	131,34	262,68	316,18
54954	890,03	1064,68	1225,22	-1	0	0	0	0	0	159,54
54955	890,03	3088,93	2279,59	971,29	0	0	0	84,65	169,3	77,3
54956	890,03	-12	-8	-4	0	0	0	0	0	0
54957	890,03	-6	-4	-2	0	0	0	0	0	0
54958	1052,16	1014,02	72,73	945,08	0	0	0	3,79	7,57	0
54959	1052,16	1889,16	-3	1892,16	0	0	0	0	0	0
54960	1052,16	1417,66	500,42	942,41	0	0	0	25,17	50,34	0
54961	1052,16	905,22	956,23	-3	0	0	0	48,01	96,02	0
54962	1417,43	2843,72	492,39	2368,27	0	16,94	16,94	0	0	0
54963	1417,43	2766,78	3107,19	-3	0	12,41	12,41	0	0	325
54964	1417,43	7827,22	2392,45	5772,65	0	218,1	218,1	119,77	239,54	0
54965	1417,43	8292,45	9367,17	-4	0	602,16	602,16	468,56	937,12	0
54966	869,03	953,07	-2	955,07	0	0	0	0	0	0
54967	869,03	950,07	-4	954,07	0	0	0	0	0	0
54968	869,03	947,07	-6	953,07	0	0	0	0	0	0
54969	869,03	950,07	-4	954,07	0	0	0	0	0	0
54970	1545,11	2816,61	814,15	2043,37	0	0	0	40,91	81,82	0
54971	1458,19	2262,62	2590,62	-3	0	0	0	0	0	325
54972	1458,19	2675,19	594,25	2158,58	0	0	0	0	0	77,64
54973	1458,19	5386,73	5101,42	954,28	0	18,97	18,97	0	0	650
54974	1458,19	2864,27	-4	2868,27	0	0	0	0	0	0
54975	1458,19	2356,99	513,32	1911,18	0	0	0	0	0	67,51
54976	1458,19	878,78	1014,29	-3	0	0	0	0	0	132,51
54977	1458,19	5146,45	5702,01	76,67	0	95,22	95,22	0	0	537,01
54978	1458,19	790,1	912,36	-3	0	0	0	0	0	119,26
54979	1084,57	4614,24	5043,45	-3	0	173,79	173,79	252,42	504,85	0
54980	1084,57	7171,02	4412,65	3017,51	0	38,31	38,31	220,83	441,67	0
