idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse	ils_bennt
35038	209,62	7295,21	8104,33	-4	0	155,12	155,12	0	0	650	0
35039	209,62	3348,61	3657,64	-6	0	0	0	108,19	216,39	194,84	0
35040	209,62	2795,65	971,58	1951,16	0	0	0	0	0	127,09	0
35041	209,62	2196,07	973,58	1349,58	675	0	0	0	0	127,09	375
35042	337,19	3439,32	2851,22	969,76	0	10,22	10,22	0	0	371,44	0
35043	337,19	4862,25	5196,5	-8	0	66,17	66,17	260,08	520,15	0	0
35044	337,19	4449,25	4829,63	-12	0	0	0	158,76	317,51	209,62	0
35045	337,19	973,77	-2	975,77	2,01	0	0	0	0	0	2,01
35046	337,19	3180,66	300,18	2920,28	0	0	0	0	0	39,8	0
35047	337,19	936,65	-6	942,65	0	0	0	0	0	0	0
35048	337,19	2474,55	902,23	1690,65	1350	0	0	0	0	118,33	750
35049	337,19	898,93	604,82	373	675	0	0	0	0	78,89	375
35050	337,19	1735,78	2010,73	-12	0	0	0	0	0	262,95	0
35051	2025,8	2915,34	3076,34	-4	0	3,04	3,04	153,97	307,93	0	0
35052	2025,8	2097,3	1427	742	1350	0	0	71,7	143,4	0	750
35053	2025,8	1120,12	1183,44	-4	0	0	0	59,32	118,64	0	0
35054	2025,8	-1,99	-2	0,01	2,01	0	0	0	0	0	2,01
35055	2025,8	2873,34	3031,79	-6	0	0,61	0,61	151,84	303,68	0	0
35056	205,53	1740,96	1572,67	373	675	0	0	0	0	204,71	375
35057	205,53	3288,72	3468,18	-6	0	0	0	173,46	346,92	0	0
35058	205,53	982,65	-2	984,65	2,01	0	0	0	0	0	2,01
35059	205,53	1836,02	1149,76	744	1350	0	0	57,74	115,48	0	750
35060	205,53	3378,49	3695,33	-6	0	0	0	106,13	212,27	204,71	0
35061	205,53	8504,4	10236,37	-6	0	1400,97	1400,97	0	0	325	0
35062	205,53	2351,09	1844	742	1350	0	0	3,49	6,98	231,42	750
35063	205,53	2449,17	2584,6	-6	0	0	0	129,43	258,86	0	0
35064	205,53	4575,84	5231,84	-6	0	0	0	0	0	650	0
35065	1066,5	1791,15	1106,89	740	1350	0	0	55,74	111,49	0	750
35066	1066,5	1508,9	1197,89	371	675	0	0	59,99	119,99	0	375
35067	1066,5	1193,07	475,12	742	1350	0	0	24,06	48,11	0	750
35068	1066,5	4997,28	5514	-6	0	234,82	234,82	275,9	551,8	0	0
35069	1066,5	2520,73	2262,98	371	675	0	0	113,25	226,5	0	375
35070	1066,5	2150,53	949,69	1324,69	675	0	0	0	0	123,85	375
35071	736,23	2851,26	3007,8	-6	0	0	0	150,54	301,08	0	0
35072	736,23	2302,35	2432,21	-8	0	0	0	121,86	243,72	0	0
35073	736,23	1907,6	2016,74	-8	0	0	0	101,14	202,27	0	0
35074	736,23	2944,71	1818,46	1240,98	0	23,71	23,71	91,02	182,05	0	0
35075	736,23	4755,7	5045,4	-8	0	29,28	29,28	252,42	504,84	0	0
35076	736,23	2853,51	3066,16	-10	0	0	0	123,04	246,08	79,61	0
35077	736,23	2786,55	1186,61	1680,13	1350	0	0	47,02	94,05	33,17	750
35078	736,23	5192,62	5673,89	-6	0	55,83	55,83	158,29	316,59	261,15	0
35079	162,18	3790,47	4029,26	-6	0	31,13	31,13	201,66	403,33	0	0
35080	162,18	479,79	509,3	-4	0	0	0	25,52	51,03	0	0
35081	162,18	973,77	-2	975,77	2,01	0	0	0	0	0	2,01
35082	162,18	2879,38	3039,61	-8	0	0	0	152,23	304,46	0	0
35083	162,18	946,66	-2	948,66	2,01	0	0	0	0	0	2,01
35084	162,18	4664,62	4949,69	-8	0	29,28	29,28	247,78	495,57	0	0
35085	162,18	2265,83	1992,5	373	675	0	0	99,68	199,35	0	375
35086	162,18	1950,82	-4	1954,82	8,04	0	0	0	0	0	8,04
35087	580,45	2387,57	2122,81	371	675	0	0	106,24	212,48	0	375
35088	580,45	355	-10	365	675	0	0	0	0	0	375
35089	580,45	2448,2	2583,42	-6	0	0	0	129,22	258,44	0	0
35090	580,45	1423,13	1504,51	-6	0	0	0	75,38	150,75	0	0
35091	580,45	3843,85	4052,63	-6	0	0	0	202,78	405,56	0	0
35092	580,45	2417,79	1395,84	1117	2025	0	0	54,49	108,99	40,56	1125
35093	1500,89	2940,97	3106,71	-10	0	0	0	155,74	311,47	0	0
35094	1500,89	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
35095	1500,89	2143,44	2265,04	-8	0	0	0	113,6	227,2	0	0
35096	1500,89	3005,05	2169	944,65	0	0	0	108,6	217,2	0	0
35097	1500,89	8675,76	2606,69	6504,16	0	292,32	292,32	123,05	246,1	19,72	0
35098	1500,89	1323,69	-4	1327,69	683,04	0	0	0	0	0	383,04
35099	1500,89	2271,45	1217,79	1115	2025	0	0	61,34	122,68	0	1125
35100	1500,89	1391,59	130,89	1267,59	1575,59	0	0	6,89	13,79	0	1275,59
35101	756,91	941,56	-4	945,56	8,04	0	0	0	0	0	8,04
35102	756,91	2350,47	1844,82	746	1350	0	0	0	0	240,35	750
35103	756,91	1935,13	-4	1939,13	8,04	0	0	0	0	0	8,04
35104	756,91	3172,98	251,78	2934,04	45,75	0	0	12,84	25,68	0	45,75
35105	756,91	6093,51	5631,94	972,58	0	32,31	32,31	153,71	307,42	325	0
35106	756,91	2088,06	1809,75	369	675	0	0	90,69	181,38	0	375
35107	756,91	-19	-9	-10	0	0	0	0	0	0	0
35108	756,91	4496,92	2757,62	1951,16	0	0	0	91,97	183,94	119,89	0
35109	798,47	963,69	-2	965,69	2,01	0	0	0	0	0	2,01
35110	798,47	1891,86	1598,85	373	675	0	0	79,99	159,99	0	375
35111	798,47	2904,58	2281,09	738	1350	0	0	114,5	229,01	0	750
35112	798,47	1053,16	323,48	746	1350	0	0	16,32	32,65	0	750
35113	798,47	9322,54	10202,81	-6	0	363,93	363,93	510,34	1020,68	0	0
35114	798,47	2506,91	2645,22	-6	0	0	0	132,31	264,62	0	0
35115	798,47	738	-6	744	1350	0	0	0	0	0	750
35116	1000,56	4122,4	1047,91	3143,34	0	16,35	16,35	52,5	104,99	0	0
35117	1000,56	2891,04	798,93	2093,34	0	1,23	1,23	0	0	0	0
35118	1000,56	7317,45	8147,26	-6	0	416,35	416,35	407,46	814,93	0	0
35119	1000,56	2739,68	3144,45	-6	0	0	0	0	0	398,77	0
35120	1000,56	11142,46	13140,82	-4	0	1162,26	1162,26	507,09	1014,18	325	0
35121	1000,56	2750,72	2917,71	-6	0	0	0	136,53	273,05	24,46	0
35122	530,04	2539,16	618,77	1951,98	705,12	0	0	31,59	63,18	0	405,12
35123	530,04	2126,99	1850,78	369	675	0	0	92,79	185,58	0	375
35124	530,04	1441,83	1231,44	371	675	0	0	0	0	160,61	375
35125	530,04	1981	2094	-8	0	0	0	105	210	0	0
35126	530,04	2367,72	2106,33	367	675	0	0	105,62	211,23	0	375
35127	530,04	1795,53	1894,4	-4	0	0	0	94,87	189,74	0	0
35128	530,04	2563,5	2092,13	744	1350	0	0	0	0	272,63	750
35129	530,04	9567,78	11370,37	-8	0	1415,54	1415,54	54,05	108,1	325	0
35130	786,97	1816,69	520,89	1364,04	675	0	0	0	0	68,24	375
35131	786,97	1090,02	1151,76	-4	0	0	0	57,74	115,48	0	0
35132	786,97	1531,51	1221,74	371	675	0	0	61,24	122,47	0	375
35133	786,97	1323,71	-6	1329,71	675	0	0	0	0	0	375
35134	786,97	2621,17	2763,44	-4	0	0	0	138,27	276,54	0	0
35135	786,97	1909,42	-6	1915,42	0	0	0	0	0	0	0
35136	786,97	3883,07	3263,44	948,87	0	4,24	4,24	0	0	325	0
35137	786,97	948,87	-4	952,87	0	0	0	0	0	0	0
35138	786,97	1343,2	1021,32	373	675	0	0	51,12	102,23	0	375
35139	94,24	1258,88	295,58	1002,25	0	0	0	0	0	38,94	0
35140	94,24	983,65	137,85	864,76	872,76	0	0	0	0	18,96	872,76
35141	94,24	963,69	-2	965,69	2,01	0	0	0	0	0	2,01
35142	94,24	2407,3	2148	367	675	0	0	107,7	215,4	0	375
35143	94,24	1272,6	947	373	675	0	0	47,4	94,8	0	375
35144	94,24	2993,42	3191	-10	0	27,58	27,58	160	320	0	0
35145	94,24	3048,02	2397	937	0	5,98	5,98	20	40	260	0
35146	94,24	3282,99	3493	-8	0	27,01	27,01	175	350	0	0
35147	561,4	9491,88	11288,91	-2	0	1470,03	1470,03	0	0	325	0
35148	561,4	729,55	375,36	373	675	0	0	18,82	37,64	0	375
35149	561,4	451,31	82,48	373	675	0	0	4,17	8,35	0	375
35150	561,4	19472,44	23810,7	-8	0	3840,91	3840,91	164,34	328,68	325	0
35151	561,4	653,86	295,7	373	675	0	0	14,83	29,67	0	375
35152	561,4	6000,84	6556,91	-6	0	152,66	152,66	72,41	144,83	325	0
35153	561,4	1520,97	815,86	746	1350	0	0	40,89	81,79	0	750
35154	561,4	8175,85	9830	-4	0	1158,5	1158,5	491,65	983,3	0	0
35155	146,86	1209,22	1274,97	-2	0	0	0	63,75	127,5	0	0
35156	146,86	85,88	92,56	-2	0	0	0	4,68	9,36	0	0
35157	146,86	8169,05	8316,4	1451,42	0	1273,77	1273,77	0	0	325	0
35158	146,86	1897,34	-4	1901,34	8,04	0	0	0	0	0	8,04
35159	146,86	2499,82	2828,82	-4	0	0	0	0	0	325	0
35160	146,86	3855,9	4259,59	-6	0	61,73	61,73	10,96	21,91	325	0
35161	146,86	1107,32	-7	1114,32	0	0	0	0	0	0	0
35162	146,86	1370,93	495,62	940,65	0	0	0	0	0	65,34	0
35163	146,86	2306,67	413,96	1946,78	0	0	0	0	0	54,07	0
35164	1121,89	3767,58	3980,89	-6	0	8,07	8,07	199,24	398,49	0	0
35165	1121,89	1897,34	-4	1901,34	8,04	0	0	0	0	0	8,04
35166	1121,89	1915,73	-4	1919,73	8,04	0	0	0	0	0	8,04
35167	1121,89	3466,17	1559,45	1944,66	0	37,94	37,94	0	0	0	0
35168	1121,89	5284,7	5760,79	-6	0	8,56	8,56	136,53	273,07	325	0
35169	1028,04	1153,18	1222,66	-8	0	0	0	61,48	122,97	0	0
35170	1028,04	950,32	-2	952,32	2,01	0	0	0	0	0	2,01
35171	1028,04	927,44	600,84	373	675	0	0	19,82	39,64	26,58	375
35172	1028,04	5563,19	6070,2	-8	0	15,06	15,06	191,06	382,12	292,89	0
35173	1028,04	2720,74	2868,2	-4	0	0	0	143,46	286,92	0	0
35174	1028,04	1051,48	727,14	369	675	0	0	31,57	63,15	13,09	375
35175	1028,04	578,19	236,15	373	675	0	0	0	0	30,96	375
35176	1028,04	1255,29	928,78	373	675	0	0	46,49	92,98	0	375
35177	995,51	682,29	325,62	373	675	0	0	16,33	32,66	0	375
35178	995,51	3292,14	3078,36	371	675	3,15	3,15	154,07	308,14	0	375
35179	995,51	3847,93	4056,98	-6	0	0	0	203,05	406,1	0	0
35180	995,51	2310,96	2044,43	369	675	0	0	102,47	204,94	0	375
35181	995,51	664,04	306,42	373	675	0	0	15,37	30,74	0	375
35182	995,51	2927,98	3360,69	-6	0	0	0	0	0	426,72	0
35183	166,27	3385,11	3569,7	-6	0	0	0	178,58	357,17	0	0
35184	166,27	2463,71	2597,75	-4	0	0	0	130,04	260,08	0	0
35185	166,27	1994,46	1038,3	1008,17	0	0	0	52,02	104,03	0	0
35186	166,27	1726,73	-5	1731,73	1365,09	0	0	0	0	0	765,09
35187	166,27	10506,82	12994,81	-4	0	2158,99	2158,99	0	0	325	0
35188	166,27	4026,5	4423,27	-6	0	26,33	26,33	39,43	78,86	325	0
35189	166,27	1549,49	1242,89	369	675	0	0	62,39	124,79	0	375
35190	189,92	2101,24	1828,09	365	675	0	0	91,85	183,71	0	375
35191	189,92	1114,64	762,46	451,69	675	0	0	0	0	99,51	375
35192	189,92	915,7	195,5	746	1350	0	0	0	0	25,81	750
35193	189,92	20976,81	27343,25	-4	0	6037,44	6037,44	0	0	325	0
35194	189,92	1626,16	292	1373,16	2281,16	0	0	0	0	39	1381,16
35195	189,92	1605,04	1305,78	365	675	0	0	65,74	131,48	0	375
35196	189,92	4825,27	5143,68	165,56	0	158,97	158,97	0	0	325	0
35197	189,92	1948,66	1266,11	746	1350	0	0	63,46	126,91	0	750
35198	680,9	2235,07	1288,93	1115	2025	0	0	0	0	168,86	1125
35199	680,9	1868,07	1292,93	744	1350	0	0	0	0	168,86	750
35200	680,9	994,26	261,48	746	1350	0	0	13,22	26,45	0	750
35201	680,9	2730,15	161,4	2590,51	991,89	0	0	0	0	21,76	691,89
35202	680,9	2147,98	95,72	2065,22	164,6	0	0	0	0	12,96	164,6
35203	680,9	4696,8	5111,7	-12	0	0	0	164,16	328,32	238,74	0
35204	680,9	1917,92	596,51	1351,39	675	0	0	29,98	59,95	0	375
35205	680,9	2706,4	3022,49	-6	0	0	0	52,1	104,19	258	0
35206	420,99	1165	490	740	1350	0	0	0	0	65	750
35207	420,99	2082,76	1019,12	1115	2025	0	0	51,36	102,71	0	1125
35208	420,99	2508,19	2670,03	-10	0	0	0	122,61	245,22	29,23	0
35209	420,99	3351,98	3590,04	-8	0	50,21	50,21	179,85	359,7	0	0
35210	420,99	2973,67	2452,3	744	1350	0	0	60,35	120,7	162,28	750
35211	420,99	950,32	-2	952,32	2,01	0	0	0	0	0	2,01
35212	420,99	2948,09	2322,46	742	1350	0	0	116,37	232,75	0	750
35213	420,99	1851,93	1184,52	746	1350	0	0	47,37	94,73	31,23	750
35214	1088,94	4355,09	4730,86	-6	0	9,43	9,43	159,58	319,16	200,76	0
35215	1088,94	2845,69	1973,83	1115	2025	0	0	9,14	18,28	234	1125
35216	1088,94	1951,65	-4	1955,65	8,04	0	0	0	0	0	8,04
35217	1088,94	7654,13	9067,72	-6	0	953,95	953,95	453,64	907,27	0	0
35218	1088,94	-12	-6	-6	0	0	0	0	0	0	0
35219	1088,94	4497,54	4834,82	-6	0	151,11	151,11	180,17	360,34	0	0
35220	369,83	985,8	-2	987,8	2,01	0	0	0	0	0	2,01
35221	369,83	4966,82	5239,02	-10	0	0	0	262,2	524,4	0	0
35222	369,83	1666,24	286,83	1393,95	0	0	0	14,54	29,08	0	0
35223	369,83	4455,37	304,15	4166,93	2729,46	0	0	15,71	31,42	0	2129,46
35224	369,83	2131,64	930,45	1323,71	675	0	0	0	0	122,52	375
35225	369,83	1557,77	1251,6	369	675	0	0	62,83	125,66	0	375
35226	369,83	3933,78	3965,67	180,26	0	13,72	13,72	198,43	396,87	0	0
35227	369,83	1185,51	513,58	740	1350	0	0	0	0	68,07	750
35228	879,74	8513,3	9169,35	-8	0	189,38	189,38	458,67	917,34	0	0
35229	879,74	2432,4	2566,12	-2	0	3,41	3,41	128,31	256,61	0	0
35230	879,74	7169,67	7982,05	-8	0	154,38	154,38	0	0	650	0
35231	879,74	1940,05	2046,47	-4	0	0	0	102,42	204,85	0	0
35232	879,74	586,49	123,92	479,21	783,21	0	0	0	0	16,63	483,21
35233	879,74	6016,4	5525,88	954,71	0	105,71	105,71	225,33	450,66	133,15	0
35234	879,74	6963,7	4088,95	3268,56	0	68,81	68,81	0	0	325	0
35235	374,71	2343,32	-3	2346,32	681,04	0	0	0	0	0	381,04
35236	374,71	3894,88	-4	3898,88	8,04	0	0	0	0	0	8,04
35237	374,71	2905,42	3067,71	-6	0	2,66	2,66	153,64	307,27	0	0
35238	374,71	1722,23	1426,93	367	675	0	0	71,7	143,39	0	375
35239	374,71	3307,04	1476,53	1904,84	0	0	0	74,33	148,65	0	0
35240	374,71	1394,56	1470,12	-2	0	0	0	73,56	147,11	0	0
35241	374,71	2434,41	2253,09	371	675	0	0	64,76	129,51	124,93	375
35242	980,94	1716,22	1021,39	746	1350	0	0	51,17	102,34	0	750
35243	980,94	1592,49	1743,14	-8	0	0	0	52,88	105,76	89,77	0
35244	980,94	911,02	967,76	-8	0	0	0	48,74	97,48	0	0
35245	980,94	1350,43	-4	1354,43	683,04	0	0	0	0	0	383,04
35246	980,94	4521,99	4822,39	-6	0	53,13	53,13	241,27	482,54	0	0
35247	980,94	973,4	-2	975,4	2,01	0	0	0	0	0	2,01
35248	980,94	5897,77	2256,97	3754,3	3375	0	0	113,5	227	0	1875
35249	980,94	1647,71	1036,9	746	1350	0	0	0	0	135,19	750
35250	108,69	2256,91	-6	2262,91	693,09	0	0	0	0	0	393,09
35251	108,69	1881,91	-6	1887,91	18,09	0	0	0	0	0	18,09
35252	108,69	1402,55	695,68	742	1350	0	0	35,13	70,27	0	750
35253	108,69	1256,09	140,85	1122,54	1728,54	0	0	7,29	14,59	0	1128,54
35254	108,69	-1,99	-2	0,01	2,01	0	0	0	0	0	2,01
35255	108,69	4119,23	4359,6	-4	0	18,34	18,34	218,03	436,06	0	0
35256	108,69	2457,14	2195,99	371	675	0	0	109,85	219,7	0	375
35257	1177,32	25994,98	30181,95	2952,76	0	5630,43	5630,43	1509,3	3018,6	0	0
35258	1177,32	22839,04	28717,2	-4	0	4259,73	4259,73	1289,43	2578,87	325	0
35259	1177,32	14823,16	5304,62	11287,52	0	1433,98	1433,98	10	20	325	0
35260	510,17	1165,18	1228,66	-2	0	0	0	61,48	122,97	0	0
35261	510,17	696,49	340,57	373	675	0	0	17,08	34,16	0	375
35262	510,17	1633,52	1329,13	371	675	0	0	66,61	133,21	0	375
35263	510,17	1433,61	-2	1435,61	2,01	0	0	0	0	0	2,01
35264	510,17	8511,88	10243,17	-4	0	1402,29	1402,29	0	0	325	0
35265	510,17	2615,9	1580,32	1115	2025	0	0	79,42	158,83	0	1125
35266	232,87	1361,29	1044,78	369	675	0	0	52,49	104,98	0	375
35267	232,87	2670,94	2827,4	-8	0	6,74	6,74	141,72	283,44	0	0
35268	232,87	2070,63	1528,36	742	1350	0	0	0	0	199,73	750
35269	232,87	1506,21	800,32	746	1350	0	0	40,12	80,23	0	750
35270	232,87	78,99	-2	80,99	2,01	0	0	0	0	0	2,01
35271	232,87	1249,93	1324,51	-8	0	0	0	66,58	133,15	0	0
35272	232,87	925,14	978,2	-4	0	0	0	49,06	98,12	0	0
35273	232,87	0,04	-4	4,04	8,04	0	0	0	0	0	8,04
35274	1682,68	963,69	-2	965,69	2,01	0	0	0	0	0	2,01
35275	1682,68	2474,28	1426,77	1119	2025	0	0	71,49	142,98	0	1125
35276	1682,68	5023,85	3292,52	1929,08	0	33,03	33,03	164,73	329,45	0	0
35277	1682,68	3027,63	405,81	2675,36	1350	0	0	0	0	53,54	750
35278	1682,68	2073,91	1445,68	742	1350	0	0	46,85	93,69	66,92	750
35279	1682,68	3159,75	122,33	3054,11	1784,11	0	0	0	0	16,68	1184,11
35280	1682,68	2975,96	3225,99	-6	0	0	0	110	220	134,03	0
35281	789,18	7608,78	8068,84	-8	0	48,47	48,47	403,59	807,18	0	0
35282	789,18	1133,53	-4	1137,53	8,04	0	0	0	0	0	8,04
35283	789,18	1654,05	1747,68	-6	0	0	0	87,63	175,27	0	0
35284	789,18	15202,01	10306,91	7285,14	0	1874,54	1874,54	515,5	1030,99	0	0
35285	789,18	2160,02	2490,58	-6	0	0	0	0	0	324,56	0
35286	789,18	3028,52	2989,89	369	675	5,37	5,37	0	0	325	375
35287	622,82	1578,04	964,76	740	1350	0	0	0	0	126,72	750
35288	622,82	3034,95	2019,16	1117	2025	0	0	101,21	202,42	0	1125
35289	622,82	3424,18	468,16	2979,94	395,43	0	0	23,91	47,82	0	395,43
35290	622,82	2332,61	-6	2338,61	693,09	0	0	0	0	0	393,09
35291	622,82	3355,58	1087,9	2322,27	0	0	0	54,6	109,19	0	0
35292	622,82	1742,17	416,77	1346,39	675	0	0	20,99	41,98	0	375
35293	622,82	4884,72	5174,72	-8	0	23,06	23,06	258,94	517,87	0	0
35294	622,82	3332,83	1448,01	1946,78	0	0	0	0	0	61,96	0
35295	836,89	2225,63	2563,39	-4	0	0	0	0	0	333,76	0
35296	836,89	5493,2	5118	974,58	0	343,33	343,33	256,05	512,1	0	0
35297	836,89	10115,07	8920,64	1972,34	0	304,06	304,06	148,84	297,69	325	0
35298	689,01	2016,82	405,51	1631,74	675	0	0	20,43	40,85	0	375
35299	689,01	444,14	77,15	371	675	0	0	4,01	8,01	0	375
35300	689,01	10082,72	11798,14	-8	0	1117,21	1117,21	590,21	1180,41	0	0
35301	689,01	2643,33	1212,24	1492	2700	0	0	60,91	121,82	0	1500
35302	689,01	4694,92	3976,29	1017,22	0	0	0	137,02	274,05	161,57	0
35303	689,01	2554,51	2796,83	-4	0	0	0	78,54	157,08	159,78	0
35304	689,01	1385,74	1463,04	-4	0	0	0	73,3	146,6	0	0
35305	689,01	3901,45	3090	968,77	0	2,77	2,77	154,55	309,1	0	0
35306	689,01	2286,39	1430,33	927,72	0	0	0	71,67	143,33	0	0
35307	330,42	2561,4	1017	1677,91	1350	0	0	0	0	133,51	750
35308	330,42	3262,74	3357,47	73,39	0	0	0	168,12	336,25	0	0
35309	330,42	3885,38	4291	-10	0	5,62	5,62	65	130	325	0
35310	330,42	2548,5	2687	-4	0	0	0	134,5	269	0	0
35311	330,42	5924,95	6270,83	-10	0	62,05	62,05	273,84	547,68	0	0
35312	330,42	2684,18	1998	953	0	6,82	6,82	0	0	260	0
35313	330,42	3778,42	4176,83	-8	0	56,27	56,27	9,14	18,28	325	0
35314	330,42	1476	1558	-4	0	0	0	78	156	0	0
35315	1383,79	1402,34	695,41	742	1350	0	0	35,07	70,14	0	750
35316	1383,79	3940,51	4163,22	-14	0	0	0	208,71	417,42	0	0
35317	1383,79	4399,17	4831,01	-8	0	14,11	14,11	84,73	169,45	325	0
35318	1383,79	1698,88	1007,61	742	1350	0	0	50,73	101,46	0	750
35319	1383,79	12174,77	15447,84	-4	0	2496,57	2496,57	772,49	1544,98	0	0
35320	1383,79	1031,15	250,58	793,34	1399,35	0	0	12,78	25,56	0	799,34
35321	1383,79	1229,8	509,37	746	1350	0	0	25,57	51,14	0	750
35322	374,78	8806,06	9695,11	-6	0	398,09	398,09	484,96	969,91	0	0
35323	374,78	1809,68	349,54	1477,72	675	0	0	17,58	35,15	0	375
35324	374,78	2951,84	1996,82	979,18	0	24,16	24,16	0	0	0	0
35325	374,78	1594,5	1685	-6	0	0	0	84,5	169	0	0
35326	374,78	4370,24	3620,47	931	0	0	0	181,22	362,45	0	0
35327	602,7	2444,16	1902,91	740	1350	0	0	30,96	61,92	167,79	750
35328	602,7	6087,64	4400,7	1907,42	0	0	0	220,49	440,97	0	0
35329	602,7	1573,68	-2	1575,68	2,01	0	0	0	0	0	2,01
35330	602,7	1206,69	487,25	744	1350	0	0	24,56	49,13	0	750
35331	602,7	1350,79	-6	1356,79	675	0	0	0	0	0	375
35332	602,7	1437,22	-4	1441,22	683,04	0	0	0	0	0	383,04
35333	602,7	1332,68	-4	1336,68	683,04	0	0	0	0	0	383,04
35334	602,7	2869,6	2449,16	740	1350	0	0	0	0	319,56	750
35335	602,7	750,04	-4	754,04	1358,04	0	0	0	0	0	758,04
35336	187,22	1672,74	1372,57	369	675	0	0	68,83	137,66	0	375
35337	187,22	3765,05	4049,76	-8	0	0	0	156,59	313,18	120,12	0
35338	187,22	3827,66	4061,91	-12	0	18,66	18,66	203,6	407,19	0	0
35339	187,22	3090,66	3277,63	-8	0	14,74	14,74	164,23	328,46	0	0
35340	187,22	3081,49	3267,36	-8	0	14,15	14,15	163,72	327,44	0	0
35341	187,22	2134,65	2251,32	-4	0	0	0	112,67	225,33	0	0
35342	187,22	958,72	-2	960,72	2,01	0	0	0	0	0	2,01
35343	187,22	739	-5	744	1350	0	0	0	0	0	750
35344	776	2481,84	1995,82	746	1350	0	0	0	0	259,98	750
35345	776	5357,1	5761,47	-4	0	112,2	112,2	288,17	576,35	0	0
35346	776	1419,68	1110,66	365	675	0	0	55,98	111,97	0	375
35347	776	2167,87	1496,86	746	1350	0	0	74,99	149,99	0	750
35348	776	1499	795	744	1350	0	0	40	80	0	750
35349	776	7402,82	6854,08	947,69	0	56,04	56,04	342,9	685,81	0	0
35350	329,34	948,2	146,47	809,11	1413,11	0	0	7,37	14,75	0	813,11
35351	329,34	2199,16	2532,97	-4	0	0	0	0	0	329,81	0
35352	329,34	2699,12	2056,07	746	1350	0	0	102,95	205,91	0	750
35353	329,34	2740,43	3137,5	-4	0	0	0	0	0	393,07	0
35354	329,34	858,51	511,12	373	675	0	0	25,61	51,21	0	375
35355	329,34	2039,66	369,62	1718,87	1350	0	0	0	0	48,83	750
35356	329,34	1276,62	618,3	740	1350	0	0	0	0	81,68	750
35357	227,76	6238,05	6778,77	-8	0	29,69	29,69	236,79	473,58	266,24	0
35358	227,76	2587,15	2915,08	-6	0	0	0	35,97	71,94	285,96	0
35359	227,76	2539,75	2684,37	-10	0	0	0	134,62	269,24	0	0
35360	227,76	1808,86	992,18	946,31	0	0	0	0	0	129,63	0
35361	227,76	4073,58	-6	4172,88	0	93,3	93,3	0	0	0	0
35362	227,76	9040,76	10900,33	-4	0	1232,1	1232,1	496,15	992,29	127,32	0
35363	639,9	3765,04	3969,73	-6	0	0	0	198,69	397,37	0	0
35364	639,9	3279,64	3509,04	-8	0	45,6	45,6	175,8	351,6	0	0
35365	639,9	1782,08	21,92	1764,05	675	0	0	0	0	3,89	375
35366	639,9	1794,39	1105,88	744	1350	0	0	55,49	110,99	0	750
35367	639,9	946,65	-2	948,65	2,01	0	0	0	0	0	2,01
35368	553,47	973,77	-1	974,77	1,01	0	0	0	0	0	1,01
35369	553,47	3544,71	3849,49	-4	0	0	0	125,02	250,05	175,76	0
35370	553,47	1944,55	2055,63	-8	0	0	0	103,08	206,16	0	0
35371	553,47	3088,06	3259,28	-8	0	0	0	163,21	326,43	0	0
35372	553,47	8140,09	8900,53	-8	0	409,33	409,33	343,12	686,23	0	0
35373	553,47	1681,54	1778,78	-8	0	0	0	89,24	178,48	0	0
35374	553,47	5356,41	5708,17	-12	0	53,94	53,94	285,81	571,62	0	0
35375	553,47	3696,29	3891,76	-4	0	29,65	29,65	161,82	323,64	0	0
35376	858,64	915,88	972,87	-8	0	0	0	48,99	97,99	0	0
35377	858,64	2856,02	1980,42	974,87	0	0	0	99,27	198,54	0	0
35378	858,64	3849,17	4058,23	-6	0	0	0	203,06	406,12	0	0
35379	858,64	1200,08	1265,4	-2	0	0	0	63,32	126,64	0	0
35380	858,64	2769,54	2923,99	-8	0	0	0	146,45	292,9	0	0
35381	858,64	750,04	-4	754,04	1358,04	0	0	0	0	0	758,04
35382	858,64	2272,53	1755,08	746	1350	0	0	0	0	228,55	750
35383	858,64	2482,46	2619,54	-6	0	0	0	131,08	262,15	0	0
35384	227,57	978,88	-2	980,88	2,01	0	0	0	0	0	2,01
35385	227,57	9737,91	10207,85	946,63	0	1313,11	1313,11	76,85	153,7	26,61	0
35386	227,57	1355,58	646,25	742	1350	0	0	32,66	65,32	0	750
35387	227,57	2848,67	608,27	2320,52	675	0	0	0	0	80,12	375
35388	227,57	1904,08	2006,4	-2	0	0	0	100,32	200,64	0	0
35389	227,57	8818,07	8194,73	1953,16	0	1004,82	1004,82	0	0	325	0
35390	227,57	2655,07	2191,07	738	1350	0	0	7,58	15,16	266,43	750
35391	227,57	2952,41	3185,41	-8	0	0	0	118,43	236,86	106,57	0
35392	821,73	7505,43	1796,69	5946,72	0	147,9	147,9	90,08	180,17	0	0
35393	821,73	-16	-8	-8	0	0	0	0	0	0	0
35394	821,73	3163,55	3334,37	-4	0	0	0	166,82	333,64	0	0
35395	821,73	2167,12	-4	2171,12	8,04	0	0	0	0	0	8,04
35396	821,73	1030	-2	1032	2,01	0	0	0	0	0	2,01
35397	821,73	1346,95	-4	1350,95	683,04	0	0	0	0	0	383,04
35398	821,73	12286,7	15456,86	-8	0	2837,16	2837,16	0	0	325	0
