idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse	ils_bennt
34678	1218,46	3132,82	3304,18	-6	0	0	0	165,36	330,72	0	0
34679	1218,46	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
34680	1218,46	3406,12	2566,84	967,97	0	0	0	128,69	257,38	0	0
34681	1218,46	1363,69	1045,04	371	675	0	0	52,35	104,7	0	375
34682	1218,46	6063,92	6543,49	-6	0	146,25	146,25	327,32	654,65	0	0
34683	1218,46	1562,34	22,11	1543,49	0	0	0	0	0	3,26	0
34684	1266,35	2036,63	2220,56	-4	0	0	0	68,04	136,09	111,89	0
34685	1266,35	3838,34	4044,67	-4	0	0	0	202,33	404,67	0	0
34686	1266,35	3049,6	-8	3057,6	2057,16	0	0	0	0	0	1157,16
34687	1266,35	1728,37	1823,6	-4	0	0	0	91,23	182,46	0	0
34688	1266,35	2505,06	2724,27	-8	0	0	0	89,75	179,49	121,47	0
34689	1266,35	1958,6	389,92	1608,37	675	0	0	7,44	14,88	32,25	375
34690	1266,35	2915,98	3170,11	-8	0	0	0	104,23	208,46	141,9	0
34691	1266,35	1760,43	455,89	1327,78	675	0	0	23,24	46,49	0	375
34692	1002,27	1808,02	1512,81	371	675	0	0	75,79	151,58	0	375
34693	1002,27	6320,44	4190,12	3035,36	0	580,04	580,04	0	0	325	0
34694	1002,27	2643,31	2788,96	-6	0	0	0	139,65	279,3	0	0
34695	1002,27	2726,39	-3	2729,39	681,04	0	0	0	0	0	381,04
34696	1002,27	3963,74	4178,73	-6	0	0	0	208,99	417,97	0	0
34697	1002,27	6297,54	4440,11	2178,71	0	98,92	98,92	222,36	444,71	0	0
34698	701,86	2818,72	1170,16	1719,76	1350	0	0	50,91	101,81	20,29	750
34699	701,86	2245,85	2375	-10	0	0	0	119,15	238,3	0	0
34700	701,86	2526,8	2271,58	369	675	0	0	113,78	227,56	0	375
34701	701,86	1350,43	-4	1354,43	683,04	0	0	0	0	0	383,04
34702	701,86	750,04	-4	754,04	1358,04	0	0	0	0	0	758,04
34703	701,86	1668,67	971,39	746	1350	0	0	48,72	97,44	0	750
34704	701,86	3081,07	3254,18	-10	0	0	0	163,11	326,22	0	0
34705	701,86	3225,63	469,63	2780,13	2424,08	0	0	24,13	48,26	0	1824,08
34706	269,88	10029,62	3873,31	6604,42	0	254,2	254,2	193,92	387,83	0	0
34707	269,88	7050,81	6590,25	945,31	0	154,79	154,79	329,96	659,93	0	0
34708	269,88	1231,88	301,41	969,91	0	0	0	0	0	39,44	0
34709	269,88	2295,78	-4	2299,78	683,04	0	0	0	0	0	383,04
34710	269,88	2818,5	2970,79	-8	0	0	0	114,71	229,41	29,58	0
34711	269,88	2173,7	2299,62	-8	0	0	0	113,55	227,09	4,38	0
34712	269,88	1359,05	49,03	1312,57	675	0	0	2,55	5,1	0	375
34713	269,88	7103,5	5572,45	2204,69	0	263,26	263,26	85,37	170,75	325	0
34714	1390,77	4973,73	5477,5	-2	0	227,9	227,9	273,88	547,75	0	0
34715	1390,77	960,31	597,81	369	675	0	0	0	0	6,5	375
34716	1390,77	1933,15	2039,22	-4	0	0	0	102,06	204,12	0	0
34717	1390,77	23268,48	22676,58	5933	0	5274,08	5274,08	0	0	67,02	0
34718	1390,77	1591,2	714,95	969,97	0	0	0	0	0	93,72	0
34719	185,12	1931,4	-4	1935,4	8,04	0	0	0	0	0	8,04
34720	185,12	1817,83	1232,44	746	1350	0	0	0	0	160,61	750
34721	185,12	2813,3	1026,54	1920,6	0	0	0	0	0	133,84	0
34722	185,12	1922,36	-4	1926,36	0	0	0	0	0	0	0
34723	185,12	3701,8	4078,83	-6	0	42,6	42,6	3,43	6,86	325	0
34724	185,12	2922,04	-4	2926,04	8,04	0	0	0	0	0	8,04
34725	185,12	1214	495	744	1350	0	0	25	50	0	750
34726	185,12	3424,09	145	3279,09	366,09	0	0	0	0	0	366,09
34727	832,49	3962,06	1747,21	2302,36	675	0	0	87,51	175,02	0	375
34728	832,49	3027,77	3199,71	-2	0	9,96	9,96	159,99	319,97	0	0
34729	832,49	6863,49	7997,27	-4	0	729,82	729,82	399,96	799,93	0	0
34730	832,49	2648,22	2797	-4	0	4,78	4,78	140	280	0	0
34731	832,49	1547,38	1669	-6	0	0	0	63,75	127,5	51,87	0
34732	89,52	2154,55	-2	2156,55	2,01	0	0	0	0	0	2,01
34733	89,52	579,21	217,12	373	675	0	0	10,91	21,81	0	375
34734	89,52	3353,6	3650,23	-2	0	30,76	30,76	131,74	263,49	132,13	0
34735	89,52	3738,48	3939,56	-4	0	0	0	197,08	394,16	0	0
34736	89,52	1183,54	506,12	744	1350	0	0	0	0	66,58	750
34737	89,52	1336,77	-4	1340,77	683,04	0	0	0	0	0	383,04
34738	89,52	1610,56	306,57	1331,71	675	0	0	7,75	15,49	19,97	375
34739	89,52	1557,05	853,9	746	1350	0	0	42,84	85,69	0	750
34740	872,53	2619,78	394,96	2244,82	675	0	0	20	40	0	375
34741	872,53	3140,75	3491,68	-8	0	17,93	17,93	0	0	325	0
34742	872,53	5375,51	5996,46	-4	0	316,97	316,97	299,97	599,95	0	0
34743	872,53	2223,74	933,91	1336,68	675	0	0	46,85	93,69	0	375
34744	872,53	2326,25	157,67	2176,92	2786,92	0	0	8,33	16,67	0	2186,92
34745	872,53	1330,04	-4	1334,04	683,04	0	0	0	0	0	383,04
34746	872,53	15655,44	19998	-2	0	4015,56	4015,56	0	0	325	0
34747	620,57	1597,54	1197	460,54	0	0	0	60	120	0	0
34748	620,57	2243,1	1637,71	742	1350	0	0	48,01	96,02	88,6	750
34749	620,57	6406,66	6852,59	-6	0	42,5	42,5	308,62	617,24	88,81	0
34750	620,57	1691,42	1004,13	738	1350	0	0	50,71	101,41	0	750
34751	620,57	7487,52	8085,93	-8	0	185,87	185,87	404,55	809,09	0	0
34752	620,57	7741,43	1901,49	7066,35	0	978,57	978,57	0	0	247,84	0
34753	620,57	2720,22	1522,19	1346,39	675	0	0	31,2	62,39	117,16	375
34754	620,57	2368,91	2115,58	365	675	0	0	102,74	205,49	8,94	375
34755	620,57	5788,79	6543,54	-2	0	425,57	425,57	327,18	654,35	0	0
34756	208,11	3117,68	3288,29	-6	0	0	0	164,61	329,23	0	0
34757	208,11	3791,13	4184,55	-12	0	56,42	56,42	0	0	325	0
34758	208,11	1662,09	964,41	746	1350	0	0	48,32	96,64	0	750
34759	208,11	-15	-7	-8	0	0	0	0	0	0	0
34760	208,11	7075,8	7973,4	-4	0	309,33	309,33	0	0	584,27	0
34761	208,11	4368,54	4489,02	-4	0	66,49	66,49	50	99,99	0	0
34762	208,11	3283,09	3488,11	-4	0	26,51	26,51	174,51	349,01	0	0
34763	208,11	1904,66	-4	1908,66	8,04	0	0	0	0	0	8,04
34764	879,12	2307,02	-4	2311,02	683,04	0	0	0	0	0	383,04
34765	879,12	1814,29	507,5	1332,41	675	0	0	25,63	51,25	0	375
34766	879,12	3276,01	3454,91	-6	0	0	0	172,9	345,79	0	0
34767	879,12	3451,75	3681,98	-8	0	37,79	37,79	184,45	368,9	0	0
34768	879,12	6593,33	3952,58	2856,21	0	17,33	17,33	198,13	396,26	0	0
34769	879,12	978,24	-2	980,24	2,01	0	0	0	0	0	2,01
34770	879,12	3241,7	3589,56	-4	0	0	0	76,98	153,97	266,88	0
34771	1456,15	2079,93	1801,14	369	675	0	0	90,21	180,41	0	375
34772	1456,15	955,22	-2	957,22	2,01	0	0	0	0	0	2,01
34773	1456,15	2233,26	2357,38	-6	0	0	0	118,12	236,24	0	0
34774	1456,15	1494,77	-2	1496,77	2,01	0	0	0	0	0	2,01
34775	1456,15	1850,51	912,41	983,92	1350	0	0	45,82	91,64	0	750
34776	1456,15	3164,22	2046,89	1384,21	0	0	0	0	0	266,88	0
34777	145,19	1823,65	1533,68	367	675	0	0	77,03	154,07	0	375
34778	145,19	1433,34	1122,83	367	675	0	0	56,49	112,98	0	375
34779	145,19	1500,06	1193,01	367	675	0	0	59,95	119,9	0	375
34780	145,19	1633,52	1329,13	371	675	0	0	66,61	133,21	0	375
34781	145,19	2720,75	2868,21	-4	0	0	0	143,46	286,92	0	0
34782	793,16	3291,92	2852,9	746	1350	0	0	40,1	80,2	266,88	750
34783	793,16	3076,3	2457,47	742	1350	0	0	123,17	246,35	0	750
34784	793,16	960,79	-2	962,79	2,01	0	0	0	0	0	2,01
34785	793,16	2913,08	3070,72	-4	0	0	0	153,64	307,27	0	0
34786	793,16	1335,75	-4	1339,75	683,04	0	0	0	0	0	383,04
34787	793,16	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
34788	793,16	5485,01	6140,42	-6	0	342,14	342,14	307,27	614,54	0	0
34789	793,16	3193,98	3372,98	-10	0	0	0	169	338	0	0
34790	793,16	3084,35	3270,56	-8	0	14,34	14,34	163,88	327,76	0	0
34791	644,87	3664,8	3898,9	-4	0	35,05	35,05	195,04	390,09	0	0
34792	644,87	973,4	-2	975,4	2,01	0	0	0	0	0	2,01
34793	644,87	3453,07	3645,1	-8	0	37,87	37,87	146,16	292,32	0	0
34794	644,87	3193,11	3574,02	-4	0	20,77	20,77	31,14	62,27	325	0
34795	644,87	2566,3	2582,51	-4	0	12,21	12,21	0	0	0	0
34796	1124,9	13727,38	17396,16	-4	0	2794,82	2794,82	869,96	1739,92	0	0
34797	1124,9	2856,25	2618,37	369	675	0	0	131,12	262,24	0	375
34798	1124,9	2474	1992	742	1350	0	0	0	0	260	750
34799	1124,9	2868,69	3031	-4	0	6,66	6,66	151,65	303,3	0	0
34800	1124,9	2001,01	937,69	1117	2025	0	0	43,05	86,09	10,63	1125
34801	91,14	3180,52	3309,05	-6	0	20,22	20,22	102,31	204,63	0	0
34802	91,14	998,66	1053,38	-2	0	0	0	52,72	105,44	0	0
34803	91,14	1769,01	516,95	1319,65	675	0	0	0	0	67,59	375
34804	91,14	474,36	414,96	80,2	0	0	0	20,8	41,6	0	0
34805	91,14	2801,73	854,95	1946,78	0	0	0	0	0	0	0
34806	91,14	3489,84	4020,06	-8	0	0	0	0	0	522,22	0
34807	132,12	1908,48	-4	1912,48	8,04	0	0	0	0	0	8,04
34808	132,12	1961,78	-4	1965,78	8,04	0	0	0	0	0	8,04
34809	132,12	4546,53	4986,34	-9	0	55,88	55,88	49,93	99,86	325	0
34810	132,12	2845,91	2186,79	944,31	0	0	0	0	0	285,19	0
34811	132,12	3557	3940,83	-6	0	5,11	5,11	47,72	95,43	325	0
34812	132,12	3319,39	1631,37	1900,62	0	0	0	0	0	212,6	0
34813	132,12	2927,66	2283,5	942,31	0	0	0	0	0	298,16	0
34814	132,12	1398,5	487,86	974,58	0	0	0	0	0	63,94	0
34815	455,73	1915,32	1627,97	369	675	0	0	81,65	163,3	0	375
34816	455,73	3343,4	3563,13	-10	0	31,13	31,13	178,61	357,21	0	0
34817	455,73	1683,06	1937,15	-2	0	0	0	0	0	252,09	0
34818	455,73	2358,78	1855,61	742	1350	0	0	0	0	238,82	750
34819	455,73	1950,98	1270,76	744	1350	0	0	63,79	127,58	0	750
34820	455,73	1946,15	2247,35	-8	0	0	0	0	0	293,2	0
34821	455,73	1621,89	1007,37	746	1350	0	0	0	0	131,48	750
34822	455,73	2436,15	1913,6	740	1350	0	0	20,23	40,45	197,22	750
34823	455,73	4371,78	354,09	4065,02	1804,8	0	0	0	0	47,33	1204,8
34824	923,44	4790,56	4988,89	-8	0	190,33	190,33	0	0	0	0
34825	923,44	7538,04	8501,71	-4	0	534,49	534,49	425,19	850,37	0	0
34826	923,44	893,57	598,51	373	675	0	0	0	0	77,94	375
34827	923,44	648,47	196,88	461,63	210,45	0	0	10,04	20,09	0	210,45
34828	923,44	1037,1	308,69	744	1350	0	0	15,58	31,17	0	750
34829	923,44	2440,07	2249,37	369	675	0	0	71,73	143,46	106,57	375
34830	923,44	2419,7	2555,79	-8	0	0	0	128,09	256,18	0	0
34831	923,44	339,5	366,11	-8	0	0	0	18,61	37,21	0	0
34832	590,08	1312,95	-4	1316,95	683,04	0	0	0	0	0	383,04
34833	590,08	1634,06	934,91	746	1350	0	0	46,85	93,69	0	750
34834	590,08	1703	1797	-4	0	0	0	90	180	0	0
34835	590,08	5160,03	3380,69	1948,82	0	0	0	169,48	338,97	0	0
34836	590,08	726	-12	738	1350	0	0	0	0	0	750
34837	590,08	3047,2	2193	964,05	0	0	0	109,85	219,7	0	0
34838	590,08	949,95	16,18	936	0	0	0	0	0	2,23	0
34839	1672,07	1121,06	1191,01	-10	0	0	0	59,95	119,9	0	0
34840	1672,07	7421,24	8723,36	-10	0	890,52	890,52	401,6	803,19	0	0
34841	1672,07	1298,49	974,2	373	675	0	0	48,71	97,42	0	375
34842	1672,07	1178,4	1247	-6	0	0	0	62,6	125,2	0	0
34843	1672,07	12007,63	14949,63	-10	0	2184,12	2184,12	747,88	1495,76	0	0
34844	88,96	1593,3	894,26	744	1350	0	0	44,96	89,93	0	750
34845	88,96	1433,43	793,34	744	1350	0	0	0	0	103,91	750
34846	88,96	2606,56	2146,96	740	1350	0	0	0	0	280,4	750
34847	88,96	1789,81	1977,03	-6	0	0	0	47,7	95,39	133,53	0
34848	88,96	2322,41	494,59	1892,64	0	0	0	0	0	64,82	0
34849	88,96	1248,14	921,25	373	675	0	0	46,11	92,23	0	375
34850	88,96	1053,44	716,3	373	675	0	0	35,87	71,73	0	375
34851	620,68	1818,43	1916,29	-2	0	0	0	95,86	191,73	0	0
34852	620,68	3817,96	4081,43	-2	0	57,35	57,35	204,12	408,24	0	0
34853	620,68	1765,9	1861	-2	0	0	0	93,1	186,2	0	0
34854	620,68	1250,89	1009,37	373	675	0	0	0	0	131,48	375
34855	620,68	2320,47	1553,86	969,39	0	0	0	0	0	202,78	0
34856	620,68	3417,88	1722,26	1920,04	0	0	0	0	0	224,41	0
34857	620,68	1720,64	1549,31	373	675	0	0	0	0	201,67	375
34858	846,86	4867,24	5343,94	-4	0	205,4	205,4	267,3	534,59	0	0
34859	846,86	1955,61	-5	1960,61	15,09	0	0	0	0	0	15,09
34860	846,86	2732,73	3072,3	-6	0	0,45	0,45	8,12	16,25	325	0
34861	846,86	1782,13	615,52	1197,69	2025	0	0	31,08	62,15	0	1125
34862	846,86	2970,68	3133,5	-6	0	0	0	156,83	313,65	0	0
34863	846,86	450,83	167,83	291,59	297,59	0	0	8,59	17,18	0	297,59
34864	846,86	4545,08	3031,1	1893,3	0	54,32	54,32	0	0	325	0
34865	846,86	2112,49	2282,79	-6	0	0	0	83,19	166,39	81,11	0
34866	846,86	749,04	-3	752,04	1356,04	0	0	0	0	0	756,04
34867	846,86	2774,85	3116,71	-4	0	12,86	12,86	0	0	325	0
34868	2111,38	1955,12	1281,71	738	1350	0	0	64,59	129,17	0	750
34869	2111,38	1268,64	840,67	470,3	675	0	0	42,33	84,67	0	375
34870	2111,38	3132,2	2908,84	369	675	0	0	145,64	291,28	0	375
34871	2111,38	1647,49	951,31	744	1350	0	0	47,82	95,63	0	750
34872	2111,38	4095,37	4333,6	-10	0	11,15	11,15	217,08	434,16	0	0
34873	2111,38	80,21	-2	82,21	2,01	0	0	0	0	0	2,01
34874	2111,38	1928,07	1554,86	451,2	675	0	0	77,99	155,99	0	375
34875	2111,38	1326,07	669,94	744	1350	0	0	0	0	87,87	750
34876	2111,38	4901,45	5446,44	-10	0	69,93	69,93	5,6	11,2	459,45	0
34877	239,52	2362,48	2483,14	-8	0	0	0	102,64	205,29	10,01	0
34878	239,52	2123,44	915,8	1327,73	675	0	0	0	0	120,09	375
34879	239,52	3333,03	3524,3	-4	0	10,96	10,96	176,32	352,63	0	0
34880	239,52	3147,48	3319,61	-6	0	0	0	166,13	332,26	0	0
34881	239,52	1721,18	1428,03	365	675	0	0	71,85	143,7	0	375
34882	239,52	1062,3	1226,08	-4	0	0	0	0	0	159,78	0
34883	239,52	2048,35	1502,75	742	1350	0	0	0	0	196,4	750
34884	239,52	2513,17	2039,47	740	1350	0	0	0	0	266,3	750
34885	239,52	1795,83	1899,08	-8	0	0	0	95,25	190,51	0	0
34886	179,58	2208,59	99,42	2122,49	157,21	0	0	0	0	13,31	157,21
34887	179,58	1113,46	422,97	746	1350	0	0	0	0	55,51	750
34888	179,58	6541,16	7521,42	-2	0	653,26	653,26	0	0	325	0
34889	179,58	3237,58	3418,93	-10	0	0	0	171,35	342,69	0	0
34890	179,58	1920,84	1633,78	369	675	0	0	81,94	163,88	0	375
34891	179,58	3131,01	1217,08	2073,71	2025	0	0	0	0	159,78	1125
34892	179,58	2222,38	1556,46	744	1350	0	0	78,07	156,15	0	750
34893	179,58	2900,23	3061,61	-8	0	0	0	153,38	306,76	0	0
34894	927,48	2280,63	1347,89	952,22	0	0	0	0	0	19,48	0
34895	927,48	3665,54	2682,88	1117	2025	0	0	134,34	268,69	0	1125
34896	927,48	4849,14	4121,04	944,49	0	0	0	196,95	393,89	19,44	0
34897	927,48	2808,01	2988,53	159,46	0	14,98	14,98	0	0	325	0
34898	927,48	1493,13	3,72	1490	2700	0	0	0,59	1,17	0	1500
34899	927,48	3582,09	3818,19	-12	0	0	0	170,82	341,63	53,29	0
34900	1301,72	1042,91	1099,9	-2	0	0	0	55	109,99	0	0
34901	1301,72	1532,64	1222,89	371	675	0	0	61,24	122,49	0	375
34902	1301,72	2401,53	2660,76	-6	0	0	0	58,24	116,49	194,98	0
34903	1301,72	2728,31	2091,17	742	1350	0	0	104,86	209,72	0	750
34904	1301,72	1108	198	936	0	0	0	0	0	26	0
34905	1301,72	3685	1020,24	2809	0	11,09	11,09	0	0	133,15	0
34906	1301,72	2955,39	3146,88	-6	0	0	0	140	279,99	45,5	0
34907	485,18	1779,11	1881,44	-8	0	0	0	94,32	188,64	0	0
34908	485,18	2741,55	237,68	2516,31	3128,31	0	0	12,43	24,87	0	2528,31
34909	485,18	869,4	522,58	373	675	0	0	26,18	52,36	0	375
34910	485,18	2109,55	1567,75	746	1350	0	0	0	0	204,2	750
34911	485,18	1927,65	-4	1931,65	12,09	0	0	0	0	0	12,09
34912	485,18	1401,49	250,61	1163,71	1771,71	0	0	12,83	25,66	0	1171,71
34913	485,18	2231,71	312,15	1960,4	0	0	0	0	0	40,84	0
34914	1395,36	1079	350,64	746	1350	0	0	17,63	35,26	0	750
34915	1395,36	4989,27	4195,12	1044,78	0	40,68	40,68	209,96	419,91	0	0
34916	1395,36	1209,4	487,9	746	1350	0	0	24,49	48,99	0	750
34917	1395,36	5429,03	5757,43	-4	0	36,42	36,42	287,97	575,94	0	0
34918	746,31	6877,32	7489,84	-6	0	151,89	151,89	324,73	649,47	129,89	0
34919	746,31	6190,91	6691,5	-6	0	0	0	234,81	469,61	259,79	0
34920	746,31	4541,61	4792,06	-6	0	4,65	4,65	239,8	479,61	0	0
34921	746,31	3913,37	4195,55	-2	0	70,36	70,36	209,83	419,66	0	0
34922	746,31	9331,81	8968,58	1898,62	0	1210,39	1210,39	0	0	325	0
34923	746,31	4151,62	4584,01	-4	0	103,39	103,39	0	0	325	0
34924	373,16	2894,76	2396,52	746	1350	0	0	40,03	80,05	207,74	750
34925	373,16	1739,62	1048,24	744	1350	0	0	52,61	105,22	0	750
34926	373,16	1925,6	-4	1929,6	8,04	0	0	0	0	0	8,04
34927	373,16	1702,72	1085,03	746	1350	0	0	8,21	16,42	120,09	750
34928	373,16	1072,04	358,54	744	1350	0	0	10,48	20,96	20,02	750
34929	373,16	1818,2	-4	1822,2	683,04	0	0	0	0	0	383,04
34930	373,16	1922,57	-2	1924,57	2,01	0	0	0	0	0	2,01
34931	373,16	1587,64	973,2	742	1350	0	0	0	0	127,56	750
34932	373,38	4567,07	5029,95	-10	0	142,14	142,14	215,21	430,41	95,53	0
34933	373,38	1836,41	981,64	982,64	0	0	0	0	0	127,87	0
34934	373,38	2081,47	198,85	1909,26	1554,55	0	0	0	0	26,63	954,55
34935	373,38	2318,05	2047,47	373	675	0	0	102,42	204,85	0	375
34936	373,38	5591,32	3791,02	2089,34	0	32,27	32,27	147,86	295,73	108,9	0
34937	373,38	11104,71	12981,88	-6	0	1347,58	1347,58	523,58	1047,17	0	0
34938	373,38	3917,7	-4	3992,1	8,04	70,4	70,4	0	0	0	8,04
34939	560,11	1638,33	1361,67	369	675	0	0	53,33	106,67	39	375
34940	560,11	2829,81	2395,78	746	1350	0	0	0	0	311,97	750
34941	560,11	2623,75	964,6	1707,68	1350	0	0	48,53	97,06	0	750
34942	560,11	2599,27	2740,33	-4	0	0	0	137,07	274,13	0	0
34943	560,11	3238	1792	1680	1350	0	0	0	0	234	750
34944	560,11	2836,26	3158,04	-4	0	0	0	58,14	116,28	259,64	0
34945	560,11	0,04	-4	4,04	8,04	0	0	0	0	0	8,04
34946	396,22	1887,44	1993,36	-6	0	0	0	99,92	199,84	0	0
34947	396,22	2109,57	1996,36	373	675	0	0	0	0	259,79	375
34948	396,22	8630,74	9489,2	-6	0	267,68	267,68	259,79	519,57	325	0
34949	396,22	4296,29	4531,15	-8	0	0	0	226,86	453,72	0	0
34950	396,22	2618,63	1982,35	736	1350	0	0	99,72	199,43	0	750
34951	396,22	1626,67	929,33	744	1350	0	0	46,67	93,33	0	750
34952	396,22	1904,66	-4	1908,66	8,04	0	0	0	0	0	8,04
34953	396,22	2683,86	2934,67	-8	0	0	0	87,25	174,51	155,56	0
34954	396,22	2294,23	2024,61	371	675	0	0	101,38	202,76	0	375
34955	916,12	2745,71	2925,19	-8	0	0	0	130,9	261,81	40,57	0
34956	916,12	1662,06	966,64	744	1350	0	0	48,58	97,16	0	750
34957	916,12	2239,78	1686,45	746	1350	0	0	16,85	33,71	175,81	750
34958	916,12	1009,8	-2	1011,8	2,01	0	0	0	0	0	2,01
34959	916,12	1767,88	-6	1773,88	1368,09	0	0	0	0	0	768,09
34960	916,12	1178,5	1244,89	-4	0	0	0	62,39	124,79	0	0
34961	916,12	807,91	500,2	373	675	0	0	0	0	65,29	375
34962	916,12	1380,44	-4	1384,44	683,04	0	0	0	0	0	383,04
34963	916,12	2495,78	2633,56	-6	0	0	0	131,78	263,56	0	0
34964	158,91	2736,67	3080,61	-8	0	10,94	10,94	0	0	325	0
34965	158,91	1355,84	1130	373	675	0	0	0	0	147,16	375
34966	158,91	1288,45	963,68	373	675	0	0	48,23	96,47	0	375
34967	158,91	2114,22	1440,39	746	1350	0	0	72,17	144,34	0	750
34968	158,91	3180,23	1946,88	1488	2700	0	0	0	0	254,65	1500
34969	158,91	2573,55	1851,78	963,04	0	0,01	0,01	0	0	241,25	0
34970	158,91	3056,22	2039,39	1119	2025	0	0	102,17	204,34	0	1125
34971	158,91	1814,36	1231,19	744	1350	0	0	0	0	160,83	750
34972	814,79	21611,58	26778,1	1844	675	5671,32	5671,32	1339,21	2678,41	0	375
34973	814,79	450,2	81,26	373	675	0	0	4,06	8,13	0	375
34974	814,79	2834,31	2200,54	744	1350	0	0	110,23	220,45	0	750
34975	814,79	6783,26	7262,87	-3	0	113,37	113,37	363,24	726,49	0	0
34976	814,79	2308,6	2441	-10	0	0	0	122,4	244,8	0	0
34977	814,79	20023,94	24922,66	-6	0	3646,44	3646,44	1246,28	2492,57	0	0
34978	1038,99	3630,93	-4	3693,96	0	59,03	59,03	0	0	0	0
34979	1038,99	1171,18	448,6	744	1350	0	0	14,93	29,86	6,49	750
34980	1038,99	2151,39	2475,3	-8	0	0	0	4,16	8,33	311,74	0
34981	1038,99	3878,81	199,35	3702,04	4316,04	0	0	3,14	6,28	19,44	3716,04
34982	1038,99	-15	-7	-8	0	0	0	0	0	0	0
34983	1038,99	2589,56	792,74	1900,53	0	0	0	0	0	103,71	0
34984	1038,99	2152,76	2046	373	675	0	0	0	0	266,24	375
34985	1038,99	2629,81	1309,03	1492	2700	0	0	0	0	171,21	1500
34986	1038,99	3296,76	2294,75	1117	2025	0	0	114,99	229,97	0	1125
34987	668,56	7718,37	8917,12	-8	0	744,59	744,59	446,16	892,31	0	0
34988	668,56	13072,71	13906,24	964,05	0	1101,97	1101,97	695,61	1391,22	0	0
34989	668,56	3778,63	3984,03	-6	0	0	0	199,4	398,8	0	0
34990	668,56	2155,18	-16	2171,18	2025	0	0	0	0	0	1125
34991	668,56	3412,74	3658,09	-8	0	54,09	54,09	183,25	366,51	0	0
34992	668,56	2153,17	2046,47	373	675	0	0	0	0	266,3	375
34993	668,56	3384,7	1551	1911,7	0	0	0	78	156	0	0
34994	668,56	4854,59	3128,41	2110,05	0	227,2	227,2	156,67	313,34	0	0
34995	668,56	4837,07	5112,91	-8	0	11,94	11,94	255,9	511,79	0	0
34996	796,76	1605,6	909,32	742	1350	0	0	45,72	91,43	0	750
34997	796,76	963,69	-2	965,69	2,01	0	0	0	0	0	2,01
34998	796,76	2901,16	-4	2905,16	8,04	0	0	0	0	0	8,04
34999	796,76	2318	75,08	2246,82	675	0	0	3,9	7,81	0	375
35000	796,76	2628	1990	738	1350	0	0	100	200	0	750
35001	796,76	2701,53	2130,31	742	1350	0	0	66,92	133,84	103,86	750
35002	796,76	2079,31	2344,49	-4	0	0	0	27,5	55	233,68	0
35003	796,76	2135,12	-3	2138,12	6,04	0	0	0	0	0	6,04
35004	648,21	2255,59	1615,5	744	1350	0	0	0	0	103,91	750
35005	648,21	4552,11	2892,6	1900,44	0	0	0	84,93	169,86	156	0
35006	648,21	1500,85	794,74	746	1350	0	0	39,89	79,77	0	750
35007	648,21	2698,68	2057,67	744	1350	0	0	102,98	205,97	0	750
35008	648,21	2551,45	2295,26	371	675	0	0	114,81	229,63	0	375
35009	648,21	2430,75	1383,21	1117	2025	0	0	69,46	138,92	0	1125
35010	474,4	1182,99	77,05	1117	2025	0	0	0	0	11,06	1125
35011	474,4	4115,61	4401,32	-8	0	57,35	57,35	220,37	440,73	0	0
35012	474,4	2850,38	3200,59	-8	0	12,87	12,87	4,33	8,67	325	0
35013	474,4	946,66	-2	948,66	2,01	0	0	0	0	0	2,01
35014	474,4	976,52	-2	978,52	2,01	0	0	0	0	0	2,01
35015	474,4	2278,44	590,95	1717,39	1350	0	0	29,9	59,79	0	750
35016	474,4	1802,23	482,2	1344,39	675	0	0	24,36	48,72	0	375
35017	474,4	2833,72	2202,13	742	1350	0	0	110,41	220,81	0	750
35018	147,66	3981,16	4200,49	-6	0	3,15	3,15	210,17	420,35	0	0
35019	147,66	1611,29	995,18	746	1350	0	0	0	0	129,89	750
35020	147,66	2718,04	815,7	2009,16	0	0	0	0	0	106,82	0
35021	147,66	1655,22	1774,76	-6	0	0	0	73,57	147,13	39,96	0
35022	147,66	1388,66	442,37	968,76	0	0	0	22,47	44,94	0	0
35023	147,66	3749,95	2906,1	1001,22	0	8,73	8,73	143,46	286,92	5,19	0
35024	147,66	2011,24	1462,69	740	1350	0	0	0	0	191,45	750
35025	147,66	718,02	396,87	373	675	0	0	0	0	51,85	375
35026	147,66	2010,48	-4	2014,48	8,04	0	0	0	0	0	8,04
35027	902,8	3353,14	3677,48	-6	0	0	0	99,99	199,98	218,35	0
35028	902,8	6,09	-6	12,09	18,09	0	0	0	0	0	18,09
35029	902,8	875,53	1014	-6	0	0	0	0	0	132,47	0
35030	902,8	2039,78	-2	2041,78	2,01	0	0	0	0	0	2,01
35031	902,8	3122,5	3486,56	-4	0	35,05	35,05	0	0	325	0
35032	902,8	2723,36	2478,49	369	675	0	0	124,12	248,25	0	375
35033	902,8	2360,56	1699,65	746	1350	0	0	85,08	170,16	0	750
35034	209,62	2730,74	950,22	1904,44	0	0	0	0	0	123,92	0
35035	209,62	2264,13	1391,85	942,22	0	0	0	69,94	139,89	0	0
35036	209,62	5704,31	6489,67	-6	0	0	0	0	0	779,36	0
35037	209,62	2211,26	292	1957,74	0	0	0	0	0	38,48	0
